synhershko Rather move the timeout conversation to issue 3129,general
I suspect a small bug in our upgrade process when replacing a deb with a new one but need to investigate first,general
I ll make those changes on other places as well but doing some perf tests over large number of shards shows hotspots when using iterator the foreach statement,general
Both are certainly better that IOException I d vote for IllegalArgumentException Should I use ElasticSearchIllegalArgumentException or are these somehow reserved for real es stuff,general
It is not the job of this structure to enforce that it makes sense to throw an exception in that case,design
Potentially the same issue github com elasticsearch elasticsearch issues 2531 edited to point to correct bug id,general
Adrian we are trying to find a few more ES engineers to work on the metrics team so that hopefully we can begin to tackle some of these feature improvements ourselves and contribute back as more than just users That said I ll ping a few people and see what their thoughts are on this issue,general
Forgot to reply wrt 0 90 2 Actually even on 0 90 0 I could no longer reproduce the exception from the facet query The query now works without such exception even though data are still mixed with string and float values I will keep investigating and provide more feedbacks if possible Thanks Wei,general
should we make it to make it consumable for java otherwise these should be INTERNAL API,design
Great thanks a lot,general
Yea it was intentional just trying to make the reproduce script as small as possible Thanks for the fix,general
hi what was the reason why you reverted the fix in ce9b22e038ca16b581a16722436327bef206cbdf with this commit,general
Since it seems to be used mainly for sending system message I think it's good enough if we make an internal utility method,design
What about moving the above preStart implementation to Processor and make it final so that concrete processors can only override preRestartProcessor,design
concrete processors should override preRestartProcessor and postRestartProcessor if needed,design
Just committed a fix I hope for the snapshot delete index thingy,general
No this is cheating by using low-level API that shouldn't even be exposed,design
FWIW this fix allowed me to import my data and I was able to search on the problematic fields without seeing any unexpected behavior during my searches so far,general
I think a proper fix is to be able to pass in a ClassLoader to createActorSystem it should not default to class this overrides Thread.getContextClassloader,design
another thing that would help me with trying to reproduce this is approximate failure rate of requests latency of requests and request concurrency,general
From what I understand it was a glitch in amazon failing on one of the APIs can you give it another go,general
well for these internal actors that are not intended to be remote deployed it must be better to define all props in the props factory,design
Sorry for the duplicate ticket I m pulling back the mappings now and just testing to see if the item exists in each index Cheers,general
Added a more verbose message to the illegal argument exception in case the date format cannot be parsed the format is now put into the message,general
immutable IndexedSeq as api type Perhaps this is just internal,design
Are you still having these problems with current versions of the debian package If so can you provide more information If not please close this issue Thanks,general
this is above my head is 4 a valid timestamp or not It could be relative to 01 01 1970 in millis,general
superseded by 2129,general
I ll take a look again soon,general
oh sorry didnt saw it had to fix it because the core wasnt compiling for me this morning,general
s1monw What s your take on this Do positions on numbers make sense,general
For what it s worth the multiple index single shard approach is working for us Our application has a new index per week of data anyway so it s not actually too painful for our current usage,general
Yes I was expecting the term which is stored in the index I misunderstood the token for term in the analyze results As an IP is stored as integer I had expected to see this integer,general
The reason for private is that it is used by the RecoverOnRestart class will become either INTERNAL API or private,design
i can use this hot feature in my client great,general
zhanggl this pull request is now up to date with the rest of finagle tested and should work properly I hope its useful to you,general
docs updated doing pull request,general
CORRECTION Please accept my apologies and disregard my previous comment I can confirm that issue has been fixed The problem was me indexing under a different index type than the one defined in the mapping Again thanks so much for the great support,general
this message as well as all others underneath INTERNAL should not be publicly visible,design
take that back turns out health status checks are now available i was able to fix by making a request cluster health MYINDEXNAME wait for status yellow,general
Just a naive question Why do we need to support many different formats for naming options I thought that this kind of test was only here because of deprecated naming Did I miss something here,general
pierrre OpenJDK 6 is available from the main ubuntu repository packages ubuntu com search suite default section all arch any searchon names keywords openjdk 6 jdk I have been using OpenJDK 7 and Oracle JDK 7 with ES for a few months now never had this issue,general
closing this I think it was a misconfiguration In any case the zen discovery is much simpler,general
Thanks for fixing that,general
I have all we are going to have all the data change and drive in the data,general
kimchy So when you build ES distribution is it fine for you to add Pes release in your mvn command line What is the mvn command you use to build distribution,general
Can you also check the logs of the nodes and see if there was any error happening before you started to get this failures,general
pushed a fix can you test it,general
It should then be marked as INTERNAL API it is public from java,design
Thanks for clarifying,general
Sounds good closing,general
patch updated accordingly,general
Hi abelldh I m not following your description of the problem Could you provide more information as to what you are doing and what incorrect results you are seeing thanks,general
Create mapping now will automatically create the indices by default see 12,general
Allow bin plugin to install plugins from the local filesystem custom url closed by 26c5f6c48241fddfc8e50f46b27d7aaf62aa3708,general
closing this pull request Will create a clean one with additional support for fedora and opensuse,general
If some of you are interested in the way it is done in Solr I described it in a blog post fulmicoton com posts grouping in solr,general
I would be surprised if this is the way to create class RoutedActorRefs,design
Yea the idea is to not having to repeat it for each script since the typical use case is to use similar scripts with same parameters based on different filters,general
Thanks for opening this do you feel like attaching a pullrequest I d be happy to help you sketching out the functionality here,general
I believe this is a bug in Lucene I need to find the bug and once I do will post it here There is another issue in ES issues that talks about it and references the Lucene bug,general
kimchy Agreed I have to investigate with extra test code and variations of JVM parameters Maybe Mac OS X JVM specific,general
I do not see any value in hiding it The rest of the ActorPath handling is also not private,design
All right Thank you again for this I m testing it right now,general
See issues apache org jira browse LUCENE 5170,general
140 char per line convention I personally don t mind much but that is what we agreed,general
Closing I think we fixed all the places,general
kroepke Thanks for the numbers That is still quite a good performance considering it has to scan all the matching documents and aggregate the counts,general
vhyza thanks for verifying I will pull this in soon,general
In more thing I discovered curl XGET localhost 9200 cluster settings Returns the following persistent transient cluster blocks read only false But I would expect persistent transient cluster blocks read only false Is it somehow possible that the type boolean instead of a string is returned,general
This should be private and be documented as internal api,design
When is the approximate anticipated release of 0 90 4 we plan on a release early next week,general
Thanks Robert Changes pushed and released a new version of the elasticsearch analysis icu plugin,general
I would definitely recommend making DeadLetterActorRef a subtype extend of EmptyLocalActorRef and remove DeadLetterActorRefLike,design
I suggest to just wrap in a RemoteTransportException and rethrow and let the layer above decide if it should be logged or not,design
1Any suggestion how to solve it until its not implemented,general
Same issue here any fix or workaround,general
Lucene 3 6 is ready,general
It s backward compatible no breaking I think,general
And would it be allowed to have two indices with the same alias Index A and B both having alias C,general
Please could you provide the docs for the usage of terms so that I can add it to ElasticSearch pmthanksclint,general
Too much magic can be bad Decision made to specify geo points manually,general
What s the added value of having such a json response over the current 200 status,general
The execute method is not abstract and so the Command class is not abstract either because you can use this class,general
ActorCell class must implement both and ActorContext does not expose the Java variant,design
Cam you squash the commits into a single one simpler to apply,general
I understand the issue of using an actor context in the wrong place but can you prevent that at all an actor could reply the context to a sender the context is then used in the onSuccess callback,design
You are right amazing it worked at all Closing the issue,general
I finally had time to fix this issue today day after a holiday is slow around here and you already fixed it,general
Closing this issue then Not an elasticsearch issue Still important to keep in mind that running security hardening tools might be an issue in order to get elasticsearch up and running Thanks a lot for your patience and ongoing information delivery,general
protected or prevent subclassing by user code,design
ok rebased into single commit and force pushed Hope this is what you meant,general
There should also be a section about the actual ask change move from ActorRef to pattern,design
referenced the wrong issue reopening sorry,general
Also would be interseting to see an export of all env vars,general
I wrote a synonym token filter that reloads the synonyms file at given intervals from disk that you can use as a temporary solution until we can use the resource watcher in general github com lindstromhenrik elasticsearch analysis file watcher synonym,general
Heya thanks for the effort We are deep into the lucene 4 upgrade once its done we are going to go over this pull request,general
So you do not want people to implement MessageDispatcher,design
I think we shouldn t assume that the payloads are UTF 8 strings Maybe it should rather be base64 encoded,general
We will make them package protected,design
Sorry for the noise I m wrestling with git squashing and finally did remove the branch A cleaned version is here github,general
Confirming that we see this issue even with 0 90 2 Are there any known work arounds,general
gromgull is it the same stacktrace as above,general
Thanks It will be helpful for others So I close the issue,general
That might be a duplicate of 2808,general
lucabelluccini can you show me all the commands including the wget to download the archive,general
I checked ElasticSearch 0 19 11 and still see this issue Any thoughts,general
Would love to see this too,general
See 2728,general
This does not really help can you recreate it in a simple test case,general
The fix is easy but will the current tests simulate the serialization deserialization of the index settings Most tests skip this step,general
It happens because we change a bit the logic in our settings behavior to have empty strings represent no value set for other reasons We can fix it in the pattern replace one easily,general
vbichkovsky it should work can you provide an example,general
think some more things are needed in the migration kit Add the needed implicit conversions in OldActor so that existing code works inside actors,design
Implemented and will be available in upcoming 0 20 using the ignore indices parameter,general
I ll push this change since its correct but would like to understand what you are trying to solve specifically just in case I missed something,general
Did you mean to spell that monitory jvm enable last gc or should it be monitor jvm enable last gc,general
Cool thanks,general
pecke01 any reason why you reopend it,general
The following patch closes the issue github com stephane bastian elasticsearch commit 31f5133fadcd195e824bb1cd07807f7cb298f879,general
currentMessage won't be called if users follow the msg approach discussed It will be called only if users create new outbound messages via This could be another good reason to recommend the msg approach inside processors,design
Just wrap in a RemoteTransportException and let the caller decide if it should be logged or not,design
I think this class can be private,design
Great What about second functionality strong and weak filters,general
worked on it a bit more and opened 1177 this should solve it you can verify on master or 0 17 branch if you want,general
A factory to create MessageQueues for an optionally provided ActorContext,design
whats wrong with that its intentional,general
I just wrote a Hunspell plugin,general
Added two commits change wildcard parameter name to regex and integration test,general
1 encountered it too,general
What do you mean volatile variable can t be written to which version does it fail on,general
Are the things from netty package only used internally or should they be exposed in the API If just internal you could consider to put them into akka util package,design
Thanks for the update,general
The same thing for v0 19 6,general
config package will become an explicit dependency as well instead of an embedded one clean up,design
rmoriz thanks,general
for scheduling settings we use interval in all other places maybe we can do it here as well so it will be cluster info update interval,general
looks good we currently fixed using a default boost 1 0 for the matchall queries and will remove when updating to next version,general
davrock no its a 0 90 feature only,general
Ubuntu something and initialized a node from code using the Java lib,general
I answered it on the mailing list closing this issue If there is a problem we can open a specific one,general
44 additions and 70 deletions I like it 1,general
it probably makes more sense to mark as private packages these classes provide the most convenient way for passing along the correct,design
I think there is no reason that template has to be lowercase I will jsut fix the message to say it relates to name,general
ActorRefProvider does not expose a reference to its ActorSystem which is a good idea because of initialization order,design
These should be in a companion object like usual,design
eaio will be removed I have added a ticket to move the things from org.jboss.netty.akka.util package to akka.util package,design
Ok guys look like I was doing my tests wrong and this issue convinced me there were an issue As my gist show it there is no bug in ES about this Maybe we can close this as the issue is 1 yo,general
Document as internal and make final,design
Should not getChild be only in UntypedActorContext,design
chrismale didn t think about that for me match does not mean not being scored specifically also the fact that its a query Open for better names,general
We can not really get away from exposing Node if we move it into a field instead but the problem is that there is no getAndSet on Unsafe so it can not use LOCK So I will move in isEmpty into AbstractNodeQueue and add count,design
1 At the moment this one works for me github com geronime es reindex Implemented in Ruby it has nice progress status with ETA and Ctrl C,general
Could you post somewhere all log files since cluster restart from all nodes and your configuration You can send me a link via IRC or email if you don t want to post them here,general
Just to complete the picture it works well for day level interval just not minute level and probably hour as well,general
Hey Can t find Regex Query Filter in 0 20 1 Do you have any plans regarding this Best regards,general
why is this class public and not documented guessing this should be private and documented as internal users will be able to use private,design
I see thank you for the clarification,general
No the arithmetic failure only shows when asking from node stats for all the instances When I used the local variant none of the nodes raised an exception but the faulty node returned invalid values for the filter caches,general
The next version 0 20 will have a better log message in this case so it will be simpler to figure this out,general
Thanks again for the pull request We fixed this with a very similar approach You can view more details on the fix in JIRA jira mongodb org browse SERVER 6008,general
Also I don t think this works with multiple machines or discover,general
Sorry about that The new things are just so shiny,general
Hi Michael Thank you for the pull request I see that you have signed the contributor s agreement and there is already a SERVER ticket I will get someone to review your changes as soon as possible,general
Replaced by github com mongodb mongo pull 114,general
Once you ve rebased you can use our linter to verify your code style python buildscripts lint py file Also note that tools files cpp was moved to src mongo tools files cpp some time ago,general
no it is the same for all but that is a possible improvement as mentioned in the comments about DataStream,design
i agree if you are sure notify one is fast with no waiters,general
Right just pushed a fix,general
Are you sure this is the good fix We are already in a zen section and we added a ping section Correct me if I m wrong,general
I think this pull request is now ready to be merged,general
Can you switch the C style casts to C style Just for the lines you modified you can leave the others,general
Is it enough and normal,general
However that might prove to be a behavior change in some other cases that I haven t considered,general
Created and linked a SERVER ticket so we can start tracking this,general
LoggingAdapter does not belong in akka package class If you want to log directly then you should use that api directly,design
The variant Viktor proposed will actually run the refresh() while I was referring to making the sending of RefreshCache messages recurring While those messages could potentially pile up running the refresh job should be fine if it is done synchronously I still think that the scheduleOnce approach is the easiest to grasp and also it does not leave state lingering around which needs to be cleaned up,design
will this be exposed in some way in Spray to serve static content,design
I have addressed almost all review comments so far some of the triggered some more major refactoring See the above commits I will continue the work on the actual router next week,design
Hey I signed the agreement Now you can merge the changes,general
Hi Alexis I tested this and see that the default awk on redhat 5 7 and 6 2 don t accept s as a whitespace character It looks good to me otherwise though What do you think about using blank instead,general
It helps debugging and no security is violated as there is none,design
To clarify a simple jstest like those found in the jstests directory would suffice,general
single line instead of 2 lines,general
Call this QLockTimingWrapper class instead,general
A closure is a lambda expression with free variables which are bound to the enclosing lexical context the core feature is that it transports these bindings out,design
Thanks we re in non critical code freeze for 2 3 1 right now but I ll merge this in when the freeze is lifted,general
they are only invoked from select and should not be invoked from any other site either inside or outside the actor,design
Closed is for we do not have an underlying transport yet while WaitActivity is for we are waiting for activity on the underlying transport Incoming connections logically start out in the second stage the first stage happens unbeknownst to us,design
I agree better remove all custom control structures and use normal if expressions the gain of the custom syntax is not worth its own cognitive weight,design
barretod you can follow the status of this particular feature in our official feature tracking system,general
do we need to expose this in ActorRefProvider interface,design
I ve merged your commit into this pull request please take a look It seems working even better Thank you,general
Hi I ve added a test case for this issue So is it possible to merge this fix,general
Yes thanks I forgot that hasDollar is a pointer,general
I will reissue all my pull requests rebased to try to prevent this piling on effect,general
Yeah either that or fix the message,general
Create new pull request 251,general
Couple of notes we re not going to change the type from number to string names should be consistent between dbstats collstats keeping commit log clean is important,general
Closing as duplicate of SERVER 4161 These tests were merged,general
Note that dump cpp has the same code see SERVER 1833If we change it in export cpp we should make the same change in dump cpp,general
Since this is all so similar and now in quite a thought through state I am going to take a crack at refactoring it to one generic solution,design
I think it is better to create the actor inside the newSocket method and pass the supervisor into it,design
Hi azat in order to consider this we need you to open up a ticket,general
I have updated the JIRA ticket with the updated unclean patch with which the smoketest passes on Ubuntu ARMv7,general
I just re submitted the agreement,general
Fix confirmed And thanks for the note about the timeout,general
I m running into this locally Can this be applied to v2 4,general
Our setup does automatic mapping updates so from my perspective all I did was update from 0 90 1 to 0 90 3,general
Hi Guilhem I see that you referenced a SERVER ticket which is great Have you also signed our contributor s agreement There s a link in CONTRIBUTING rst in the root of the repository Also how much does this overlap with other tickets such as jira mongodb org browse SERVER 10190,general
Hi IanWhalen done jira mongodb org browse SERVER 7750,general
erh I haven t tried multiple machine yet I ll get it a try and see what parts are left and yes a test case would be good to have Thanks for your comments,general
sure UnitTest is something that runs at every server startup so they must very light and fast real tests should go in dbtests test binary or jstests if applicable running tests v good idea see smoke page on wiki,general
ah i see thank you,general
redmeadowman thanks for opening up this pull request Before we can take a look to consider merging this we ll need you to sign the contributor agreement at www 10gen com contributor,general
After testing this in the 0 20 1 release it works as expected,general
An advantage is that it does not require any dependencies,design
stoll doesn t exist in Visual Studio 2008 I m installing the windows 7 SDK to see if that will rectify it but perhaps even being dirty and calling atol would be better than causing build problems,general
Why is this not merged And or code reviewed I ld love to see this integrated,general
you are calling out to the methods of the Actor which is a violation of the ActorModel model why not put the connect methods inside the funciton they used internally in the actor,design
Would you support having an alias for ObjectId ala asdsdsadsa,general
If we make it optional then we would have to require either an id or a manifest to be able to deserialize the message,design
so move them into the select function so that they are only reachable from within it,design
Closing this old pull request as the SERVER ticket was resolved,general
Hi IanWhalen agreement is signed,general
this method is only ever used in receiveFrames you might as well move the method definition into receiveFrames,design
kimchy I think you assume everyone uses some kind of IDE like Eclipse or InteliJ There are still Emacs vi etc users out there If there is a problem with setting up an on line javadoc it would be nice to have at least a maven target to generate it locally,general
It would be nice for the history to contain a literal transcription of what the user typed,general
It s a bit of a microoptimization since there s nobody to spuriously wake up when X n is 0 but it would not be incorrect semantically,general
I would probably escalate this as this is a serious security issue,design
Thanks Simon Sorry about the mix up regarding whether or not this was backwards incompatible,general
primary isn t helpful here since todo size 1 implies the collection must be sharded and have a manager,general
The math is wrong here If delayEnd delayBegin 1 we get rand 1 which will always be zero I think we want 1 delayEnd delayBegin,general
For me it works perfectAnd it fixed my initial issue jira mongodb org browse SERVER 5845,general
You should test the length of some real fields as well such as the text field in the articles,general
New pull request is 474,general
Thanks IanWhalen I ve signed the Contributor Agreement,general
Instead of directly calling into the ConcurrentSocketActor through methods like connect bind you should send messages to the actor,design
Hello Thanks for looking at my pull request Actually I don t want to complete the Contributor Agreement form So I suggest you reject this request and fix yourself it is a small patch,general
reverted to the original code still like to have some comments to those Providers though since these design desicions are undocumented,design
I just changed the contents of this pull request slightly Somehow managed to fudge up a one line fix,general
This looks ready Can you squash your commits and add Closes 3202 at the end of the commit message,general
xmcc Can you make the changes that Eric suggested I think these are the only obstacles we are aware of to getting your change included,general
nitpick style long line 100 chars max,general
It sounds like either method will work right now but there are some reasons to avoid using boost shared ptr,general
I started seeing exceptions I ll be more careful before filing issues in the future,general
Hi Azat can you please sign the Contributor Agreement,general
Closed by github com elasticsearch elasticsearch commit 91de48d2d396ca0868b7d0f6a6e8b2c5265793b9,general
Should not this be in a companion object,design
it allows the Akka Logging API to be used outside of Actor systems,design
Ah thanks for the info,general
leave this assert in and change e n to count,general
syntion yeah you right I haven t tried to build it with use sasl client and ssl and decided to not remove these files in case someone added them on purpose,general
I can only see this in master no other branches,general
Hi Michael Thanks for contributing to MongoDB The fellow who needs to review your pull request Mathias is out of the office this week but I will make sure he sees this as soon as possible,general
this make it much clear,general
milkie helped out a ton with this we worked on it during HackNY this weekend,general
we have used BeforeAll and a static system variable at some other places,design
It have been obsolute So I ll post new pull request,general
We have been waiting for a long time for something like this for solving SERVER 991,general
I d be interested in doing this for the Perl API too,design
Why make this class service locator aware If it is to have a factory in the ServiceManager why not simply inject the response object instead of pulling it from the SM,design
I had changed it several times and never fixed yet Currently 5 or 30 seconds is fitting on our system,general
Might be a good idea to create a file with settings constants Perhaps separate files for network rule configuration and for node resource utilization configuration,design
please merge,general
Verify stops the server if the condition is false and prints out a stack trace other info,general
Why did you add the copy and assignment ops I think those are the same as the automatically generated ones,general
first commit on the server yeah satisfied,general
You might lose files because fsync on a file doesnt quarantine that the file is visible in directory,general
It isnt LogMessageFatal calls abort which should stop the server,general
Damn Im glad Im not as stupid as the guy who wrote this,general
Test doesnt pass because documentEq isnt defined,general
Weird Other tests call it and it worked on my machine I ll look into it,general
should be return LOG INFO,general
Reply to this email directly or view it on GitHub github,general
I would recommend creating a Logger service factory,design
I couldnt find any references for updating If thats included in what you have done some portion of that is still relevant after renaming,general
This is probably asking to move the moon but is it possible to move away from scons as to be able to build this without mods from master,general
You are a hero nay a champion I salute you,general
Ok I understand Thanks for the feedback,general
cxmcc I see your updated contributors agreement it looks good Thanks,general
That would work,general
It just wont create the file,general
This is released in 20,general
Closing so that I can create three separate pull requests,general
I dont see how it could nontrivially prolong the initial sync on low resource nodes Im not arguing that it doesnt but tell me why you believe it does,design
Merged in c0e30cdd5623,general
see abovecould make LOG if performance was the concern,general
forget it bsonobj getField whatever numberDouble did the trick got another mistake in code just ignore my input,general
This also gets called if the size is not greater than 0,general
Did you see different behavior in practice,general
Closing for now as discussed via email,general
what if somebody substitutes an alternate DbSelect implementation that isnt compatible with this Alternately modify the DbSelect adapter,general
Don t you think 454 can be a better way for upstart I m really open for suggestions,general
Hi I already did it yesterday,general
Thanks guys Looks great,general
When will this get integrated Any feedback,general
Users could then call on that to attach additional writers or to simply get the logger instance,design
DiskLoc is no bigger than a pointer so probably fine to pass by value,general
added this commit to avoid using eval,general
Well an abstract factory could work too of course Slower but work too,design
Im concerned that this code is too functional at such a low level I can imagine it being a hotspot Obviously we will see when we do performance testing but usually you want Clike code when doing operations like this one to avoid a lot of CPU and memory overhead,design
The pull request of RexMorgan is clean and simple it cannot introduce any bug and could be very usefull,general
Took me a bit but I got the hang of squashing things That change should address all the comments,general
btw I do not know what is considered a complete rewrite While the structure of my code is very different the getNextState method is the same and the vectors cclass and states are just the evaluated versions of the original ones that had expressions there,design
The flow method acts as the delimiter of flow expression composition,design
you are right was only backported for mongostat not mongotop,general
You should edit your plugins instead this way you dont pollute the repo,design
I have signed it,general
Lift naming conventions are quite inconsistent so the association between or and is probably much weaker than with Option In any case the Lift community is a strict subset of the Scala community so or is an improvement over,design
I see no difference for java and scala for these formatting conventions,design
Yeah Ive got a second patch that just puts a hardcoded check in IsStandard,design
As I understand it if the node receives the transaction it has to look up all inputs which in this case dont exist,design
Could that syncing process be updated to ensure that the changes made here are incorporated,general
Not sure how easy githb makes this,general
Thanks Justin I see the updated contributors agreement Looks good now,general
Writing tests to cover all export options imo should be another issue,general
This val could be eliminated by just moving the expression into the first call of offerElement eliminating the risk of the nanos val being improperly used in the code block,design
Merged in 23f8257fa Thank you for contributing to MongoDB Xiuming,general
Hi I have created a JIRA for this,general
This log message made my entire evening during which I was harshly awoken and summoned to fix things,general
Hi Abhijit can you fix the indent and tab issues noted above,general
Is this LOCK really necessary,design
not sure exactly how this has evolved but originally the idea was that with ThreadSpanningOp when you use it you use it only and it wasn t designed to interoperate with the other Lock classes and stuff thus it didn t set threadstate for example it is fine if it is different but does this now imply i can use ThreadSpanningOp interoperably with all the other Lock classes i imagine it won t play nicely with them will read more later,design
Hi azat could you open a ticket in the MongoDB JIRA with a link to this pull request Thanks,general
Sorry for the delay getting back to you Two minor nits then I would be happy to merge,general
In general I would prefer patches on top of current master it is hard to read diffs,general
Too high a risk of having bizarre errors,general
miketheman I remember that I comment here,general
You are correct sir,general
Ping Tim I still need these issues fixed before we can proceed,general
I agree Just added to remove the non determinism,general
hiis it works well,general
I will make a new pull request then,general
Its not a standard dependency among classes,design
Thanks for your comment I chose trim as it is used in e redis but renaming it is simple,general
Also we should put in a link to the new documentation site and a mention of the mongo users google group,general
Thanks for the quick feedback I wasn t setting the parent field on the DeleteRequestBuilder,design
I would still like to do it just not very high on my to do list anymore,general
I will try to have a look at it,general
102 is a bit better,general
Please merge it soon,general
No plans to merge the auth part atleast to v2 0,general
cool thanks i also have a pixelbuffer implementation but my suggestion would be to rewrite all three implementations into a general purpose,design
lets measure first cut later id like to focus on correctness and clarity first then performance later and of course to make sure that the codec isnt structured in a way that wouldnt allow us to squeeze all the performance we can out of it later,design
I m going to take another look at this,general
I have my issue is that as written now the only way to use this class is to provide a factory for it you cannot simply add it as an invokable to the SM configuration,design
Mind if I leave the SERVER ticket open and assigned to you but close this pull request Feel free to reopen when you have something for us to review,general
In fact i once had a bug in the btree code due to an alias of a DiskLoc s value being modified during recursion,general
Could be but is that important here I see the referencepassing stuff as important in the case of computeintensive code and huge objects where a copy op is expensive critical for a lot of blockchain stuff not so in the wallet,design
Have you completed the contributor agreement,general
If you prefer I can make changes on my end and update the pull request just tell me,general
Dont think this is something we want to do,general
Eliot I decided that your way would be better in any case see previous commit,general
probably should have clarified the commit message first not the end of the world merged,general
Drew is getting ahead of himself cbegin and cend are C 11 names begin and end are fine,general
What release version can we expect on this one,general
what happened here,general
Does this have any benefit to the shell users,general
I will reissue all my pull requests rebased to try to prevent this piling on effect,general
However I think the concept of const iterator is sufficiently well known in C that you could omit this comment,general
Could you please fix the whitespace error on line 233 of string data test cpp,general
What is the best way to retrieve it know The info for aliases is in cluster state but is there a better way,design
hlobil my apologies for closing this without further details this particular pull request was closed while the submitter reworks some of it and then resubmits,general
Please fix per our kernel style guide,general
don t think that s the safest approach Can you find a way to a make a factory method tha generates new instances with the value you want but once generated they are constant,design
Small typo here unauthenteicated unauthenticated,general
right will take it out,general
andy10gen When you get a chance this will re introduce multi line editing I had previously removed the code and not noticed it in the diff,general
Bah this was a one line change I m not sure why it pulls in 53 other changes,general
We could drop the R since it wouldnt be necessary when we actually create the dirs Or simply check if the directory exists before calling mkdir chown,general
ok but the arabic is also simple even it is appearing complex arabic language accepts the stemming and mongodb is fully unicode so i dont see why it was not included,general
Okay is that by design or is there a reason why that you are using this class,design
Right I just used the same types of casts as were there before Nested reinterpreted casts statements will look quite weird,general
Hi Does this work without numactl installed,general
You have stopped adding the edit command to the shell history,general
We can use a UserProvider be we will have to add another User class which will support setPassword I think it s useless to add an overhead here UserProvider loadUserByUsername is not possible due to ldap limitation Thats why IMHO it s easier to no use this method,design
The code as written is correct I think your new code will cause a crash,general
I just did,general
Add SERVER 7800 to commit message 2bfd087b2a7a095279ad75bc90d3722edd55d126,general
erh Sorry I meant that I have only relaxed it for trim aka slice which by my definition states that it will always be evaluated after any other modifier So it is backwards compatible,general
I would highly recommend squashing these commits when you do the merge I didnt do it myself because I wasnt sure how GitHub review system would handle it since we have comments associated with the specific commits,general
I tested releaseConnectionsAfterResponse option and it looks good And you d better add a setParameter option to set it dynamically,general
andy10gen original behaviour was to call abort if check failed,general
Yeah I can do that some time later today or tomorrow,general
Hi Matt Thank you for reply I have signed the agreement,general
Would this feature not also be useful as well in mongodump,general
No code changes have been made,general
Thanks for the feedback I updated the request and signed the contributor agreement,general
Why I don t like the idea to use abstract here Abstract is ment to define an class that implements some functionality but needs more behaviour added via inheritance to function properly If you want to prevent the possibility to instantiate the class you should protect the constructor but this is not the case I don t want to prevent evolution of this component,design
I think you should must not add participants as the pattern but simply use the class instead,design
If delayEnd delayBegin this should either be an error or should be compressed into delay,general
we should support the preference and parent flags by using providing a base class in the API,design
Is this pull request going to be reissued and added in a future release,general
processFile and processFifo share too much copy paste code You ought to be able to write private methods openFifoFile and openRegularFile and then have a processFile function that takes an open and ready to read FILE object no,design
Hi MichaelBrenden thanks for opening up this pull request Before we can take a look to consider merging,general
Thanks Indeed the shim was needed Sorry for not paying close attention,general
Hi Abhijit This looks better than than 425 but I see some style issues Tabs for indentation Misaligned indent perhaps due to above,general
Wow I really need these cool patches,general
is it possible to create an InputFilter for file upload using InputFactory,design
Yea Ec2Discovery is the place to put this method,design
thanks would work either way but i have a slight preference to by value,general
I created a mongodb JIRA issue for the projection support in bsondump so we will see what happens,general
Again default to None,general
Would be good to write a test before we merge this in,general
Hi Matt Yes I signed it and confirmed Thanks for looking at this so soon,general
Missing a space between if expression,general
I would remove this here as the form element manager should be configured correctly so it has the factory already or not,design
I thought about this a little more Would it be possible to add a new method to GetField such as isMultiValued to return whether or not the field is mapped as having multiple values This would be similar to LongValues DoubleValues BytesValues etc This would be a suitable compromise for both consistency and general usage,design
Instructions on how to do that are available here,general
Sorry about that I was in a rush to get this done as part of a presentation and must have missed the agreement instructions Signed and confirmed,general
Yes I think that ActionMailer should not depend on ActionView,design
It is more work to determine which collection to lock and this line is hit rarely if at all,general
Okay I moved the logic to the if statement,general
Contributor Agreement signed change pulled into master,general
strncpy is problematic because it is easy to mess up and not 0 terminate the destination strcpy,general
Shouldn t we also use this method in the mapmanager constructor,design
should we enable this now,general
Thanks I will submit a fix to master for this shortly,general
I concur So for now I will leave this as is,general
My suggestion would be to change move method to use move uploaded file and then create a new class just for test environment and override the move method to use rename instead of move uploaded file keeping all other lines in method the same,design
Hi Alexis Please see my comment about the contributor agreement,general
that is an accident will remove,general
Looks like the finishCode call was removed I have added it and verified that multiline editing works as intended Apologies for not catching this earlier,general
You should use this method to instantiate the Configuration in the load method,design
Suppressing ETags on a per index or per type basis is another interesting thing yes This depends on the REST action This needs some work in the RestUtils I guess And I have to find out if ETag cacheable setting via cluster update API works,design
Subsumed by another fix,general
What about the InputFilter Factory use InputFilterManager to construct InputFilters,design
Sorry ronelliott please clarify your request What would you like,general
Azat The feature request needs to be fully considered and fit into the overall dev cycle before that s necessary,general
Go for it,general
erh What do you think of the redis implementation of TTL redis io commands expire,general
Hi miketheman Ok I will update my patch during upcoming week and afterwards I will open a new ticket in JIRA Thanks for your time Tomas,general
Shouldn t there a more generic class to enable or disable this,design
should line up with the first from above,general
it makes sure the src length is less than the size of the destination buffer,general
I have an alternate patch that leaves the current implementation for all platforms but Linux if there is opposition to using the monotonic time syscalls,general
Okay but what is the proper way of concatenating an int to a string in the mongo codebase,general
see coding styleif else,general
Where are you thinking of putting it instead of an alternate ModuleManager factory,design
why it class is final I can not add toString and use this class as base,design
Looks like you need to install pymongo the python mongodb driver,general
